Comunidad Autónoma;Provincia;codigo_ine;ubicacion;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
Andalucía;Granada;18066;Deifontes;176;<5;18;38;15;54;47;40;<5;18;102;12
Andalucía;Granada;18067;Diezma;67;<5;14;14;5;16;14;12;<5;10;38;<5
Andalucía;Granada;18068;Dílar;137;7;21;26;5;32;46;<5;10;19;89;16
Andalucía;Granada;18069;Dólar;33;<5;<5;11;<5;6;10;5;6;6;13;<5
Andalucía;Granada;18070;Dúdar;23;0;<5;<5;<5;6;11;<5;<5;9;9;<5
Andalucía;Granada;18071;Dúrcal;785;38;120;194;25;171;237;48;64;86;524;63
Andalucía;Granada;18072;Escúzar;58;<5;<5;14;<5;19;20;5;<5;27;18;<5
Andalucía;Granada;18074;Ferreira;25;0;<5;9;<5;6;5;<5;<5;7;16;0
Andalucía;Granada;18076;Fonelas;63;<5;11;16;5;17;13;13;5;9;34;<5
Andalucía;Granada;18077;Fornes;25;<5;<5;7;<5;<5;11;<5;0;0;21;<5
Andalucía;Granada;18078;Freila;38;<5;10;8;<5;8;8;12;0;8;15;<5
Andalucía;Granada;18079;Fuente Vaqueros;492;43;86;85;61;117;100;71;10;37;313;61
Andalucía;Granada;18082;Galera;72;<5;14;20;<5;11;21;<5;<5;22;41;5
Andalucía;Granada;18083;Gobernador;9;0;<5;<5;<5;<5;<5;0;<5;0;8;0
Andalucía;Granada;18084;Gójar;430;25;64;93;17;83;148;5;13;50;325;37
Andalucía;Granada;18085;Gor;57;0;9;25;0;11;12;<5;<5;14;33;<5
Andalucía;Granada;18086;Gorafe;28;0;<5;10;0;6;10;<5;0;<5;26;0
Andalucía;Granada;18087;Granada;19978;855;3440;4158;884;4789;5852;666;722;1535;14090;2965
Andalucía;Granada;18088;Guadahortuna;162;7;22;33;30;45;25;59;<5;10;68;22
Andalucía;Granada;18089;Guadix;1526;51;229;327;95;388;436;124;114;193;922;173
Andalucía;Granada;18093;Gualchos;224;9;41;66;11;47;50;46;<5;12;145;17
Andalucía;Granada;18094;Güejar Sierra;213;6;33;61;7;38;68;14;<5;30;146;19
Andalucía;Granada;18095;Güevéjar;236;14;38;40;9;79;56;9;18;71;116;22
Andalucía;Granada;18096;Huélago;34;<5;6;10;5;<5;5;6;<5;5;17;5
Andalucía;Granada;18097;Huéneja;68;<5;10;20;<5;12;20;5;7;13;34;9
Andalucía;Granada;18098;Huéscar;441;18;51;116;33;106;117;40;22;53;295;31
Andalucía;Granada;18099;Huétor de Santillán;158;<5;27;30;8;36;55;<5;6;10;124;16
Andalucía;Granada;18100;Huétor Tájar;507;42;62;114;44;132;113;97;28;45;279;58
Andalucía;Granada;18101;Huétor Vega;900;42;138;173;24;193;330;11;63;71;678;77
Andalucía;Granada;18102;Illora;542;32;62;133;33;165;117;121;24;46;284;67
Andalucía;Granada;18103;Itrabo;47;<5;<5;10;<5;12;14;<5;<5;9;28;6
Andalucía;Granada;18105;Iznalloz;586;37;95;85;72;195;102;178;21;26;282;79
Andalucía;Granada;18106;Játar;19;<5;<5;5;<5;5;<5;<5;<5;0;13;<5
Andalucía;Granada;18107;Jayena;75;6;6;17;<5;18;25;8;5;28;28;6
Andalucía;Granada;18108;Jerez del Marquesado;81;<5;6;23;<5;16;31;<5;14;12;45;6
Andalucía;Granada;18109;Jete;43;0;7;11;0;14;11;0;<5;6;33;<5
Andalucía;Granada;18111;Jun;313;20;56;61;13;74;89;8;13;24;234;34
Andalucía;Granada;18112;Juviles;14;<5;<5;<5;0;<5;5;<5;0;<5;9;<5
Andalucía;Granada;18114;Calahorra, La;51;<5;<5;20;0;8;17;<5;<5;12;31;<5
Andalucía;Granada;18115;Láchar;361;16;60;70;33;97;85;51;16;36;226;32
Andalucía;Granada;18116;Lanjarón;279;6;45;70;12;57;89;16;17;16;211;19
Andalucía;Granada;18117;Lanteira;45;<5;8;9;<5;15;8;5;<5;<5;34;0
Andalucía;Granada;18119;Lecrín;141;6;17;45;9;27;37;<5;5;20;101;11
Andalucía;Granada;18120;Lentegí;24;0;<5;11;<5;6;<5;<5;0;9;11;<5
Andalucía;Granada;18121;Lobras;9;0;<5;<5;0;<5;<5;0;<5;<5;6;<5
Andalucía;Granada;18122;Loja;1279;66;180;249;102;315;367;260;91;70;663;195
Andalucía;Granada;18123;Lugros;11;0;<5;<5;<5;<5;<5;<5;<5;<5;7;0
Andalucía;Granada;18124;Lújar;23;<5;<5;8;<5;<5;7;<5;<5;5;14;<5
Andalucía;Granada;18126;Malahá, La;144;12;16;33;<5;43;36;11;10;18;95;10
Andalucía;Granada;18127;Maracena;1975;99;256;396;92;438;694;58;133;167;1389;228
Andalucía;Granada;18128;Marchal;33;0;<5;9;<5;12;6;11;<5;<5;16;<5
Andalucía;Granada;18132;Moclín;194;5;21;63;13;45;47;28;5;40;104;17
Andalucía;Granada;18133;Molvízar;189;9;36;63;17;38;26;29;<5;18;115;25
Andalucía;Granada;18134;Monachil;698;24;114;151;23;168;218;12;25;57;544;60
Andalucía;Granada;18135;Montefrío;174;12;19;32;17;48;46;36;8;15;95;20
Andalucía;Granada;18136;Montejícar;66;<5;7;13;8;24;13;21;<5;10;26;5
Andalucía;Granada;18137;Montillana;46;<5;6;13;<5;9;14;<5;<5;6;31;<5
Andalucía;Granada;18138;Moraleda de Zafayona;168;7;30;41;9;41;40;34;11;31;84;8
Andalucía;Granada;18140;Motril;4375;277;616;878;236;1019;1349;496;122;390;2832;535
Andalucía;Granada;18141;Murtas;36;5;10;10;<5;<5;6;<5;<5;5;27;0
Andalucía;Granada;18143;Nigüelas;93;<5;11;24;<5;14;38;<5;7;11;66;5
Andalucía;Granada;18144;Nívar;70;<5;8;22;<5;14;21;<5;6;8;48;<5
Andalucía;Granada;18145;Ogíjares;1154;53;161;257;42;239;402;17;58;105;850;124
Andalucía;Granada;18146;Orce;59;<5;5;15;<5;17;15;5;<5;<5;46;<5
Andalucía;Granada;18147;Órgiva;545;20;92;145;15;110;163;26;21;38;408;52
Andalucía;Granada;18148;Otívar;55;<5;6;18;<5;13;14;<5;<5;16;30;5
Andalucía;Granada;18149;Otura;552;21;76;138;16;105;196;5;28;44;413;62
Andalucía;Granada;18150;Padul;762;27;116;164;26;197;232;32;49;97;516;68
Andalucía;Granada;18151;Pampaneira;23;0;7;6;<5;<5;7;<5;<5;<5;15;<5
Andalucía;Granada;18152;Pedro Martínez;91;<5;18;20;11;14;25;35;0;<5;50;<5
Andalucía;Granada;18153;Peligros;947;43;126;193;43;222;320;22;59;107;656;103
Andalucía;Granada;18154;Peza, La;110;7;22;29;9;23;20;20;14;21;49;6
Andalucía;Granada;18157;Pinos Genil;115;<5;24;28;6;21;34;<5;10;18;75;10
Andalucía;Granada;18158;Pinos Puente;1227;82;248;241;91;348;217;260;44;112;588;223
Andalucía;Granada;18159;Píñar;64;<5;9;21;7;16;10;<5;<5;11;44;<5
Andalucía;Granada;18161;Polícar;26;<5;<5;12;0;5;6;<5;<5;<5;18;<5
Andalucía;Granada;18162;Polopos;84;<5;7;32;<5;21;17;12;35;<5;26;7
Andalucía;Granada;18163;Pórtugos;20;<5;5;<5;0;<5;8;<5;<5;<5;14;<5
Andalucía;Granada;18164;Puebla de Don Fadrique;102;<5;7;17;15;28;32;19;5;8;58;12
Andalucía;Granada;18165;Pulianas;555;30;95;121;24;122;163;24;29;66;382;54
Andalucía;Granada;18167;Purullena;220;10;37;41;10;54;68;18;24;26;132;20
Andalucía;Granada;18168;Quéntar;86;0;16;23;5;17;25;<5;<5;30;48;<5
Andalucía;Granada;18170;Rubite;27;0;<5;14;0;<5;8;<5;0;15;9;<5
Andalucía;Granada;18171;Salar;156;6;21;37;9;51;32;27;<5;12;105;10
Andalucía;Granada;18173;Salobreña;950;25;135;226;43;205;316;70;43;81;668;88
Andalucía;Granada;18174;Santa Cruz del Comercio;17;<5;<5;5;<5;<5;<5;0;<5;<5;11;<5
Andalucía;Granada;18175;Santa Fe;1693;99;274;338;98;409;475;149;106;114;1061;263
Andalucía;Granada;18176;Soportújar;15;<5;<5;<5;0;<5;5;<5;0;<5;12;<5
Andalucía;Granada;18177;Sorvilán;29;<5;0;14;<5;5;6;<5;0;<5;20;5
Andalucía;Granada;18178;Torre-Cardela;32;<5;6;12;<5;<5;<5;<5;<5;<5;24;0
Andalucía;Granada;18179;Torvizcón;47;5;7;16;<5;13;5;<5;5;5;31;<5
Andalucía;Granada;18180;Trevélez;47;<5;7;23;0;<5;12;<5;8;8;28;0
Andalucía;Granada;18181;Turón;10;0;<5;5;<5;<5;<5;0;<5;<5;8;0
Andalucía;Granada;18182;Ugíjar;198;12;30;55;11;53;37;52;<5;30;91;23
Andalucía;Granada;18183;Válor;52;<5;9;22;<5;5;11;<5;<5;14;28;5
Andalucía;Granada;18184;Vélez de Benaudalla;231;12;38;60;<5;43;74;20;14;29;152;16
Andalucía;Granada;18185;Ventas de Huelma;47;<5;<5;10;<5;16;13;5;6;<5;30;<5
Andalucía;Granada;18187;Villanueva de las Torres;45;<5;8;14;5;5;9;9;<5;9;23;<5
Andalucía;Granada;18188;Villanueva Mesía;74;<5;10;15;8;12;25;11;11;12;32;8
Andalucía;Granada;18189;Víznar;50;<5;5;16;<5;9;15;<5;<5;5;33;5
Andalucía;Granada;18192;Zafarraya;48;<5;8;8;<5;21;5;16;<5;<5;19;8
Andalucía;Granada;18193;Zubia, La;1581;64;214;320;61;364;558;26;65;131;1215;144
Andalucía;Granada;18194;Zújar;159;<5;22;47;10;41;35;23;11;28;86;11
Andalucía;Granada;18901;Taha, La;42;<5;6;17;<5;8;8;<5;<5;8;27;<5
Andalucía;Granada;18902;Valle, El;63;<5;11;23;<5;11;15;<5;0;<5;53;<5
Andalucía;Granada;18903;Nevada;79;<5;12;29;<5;17;14;<5;<5;19;52;<5
Andalucía;Granada;18904;Alpujarra de la Sierra;33;<5;11;8;<5;<5;8;<5;<5;6;18;<5
Andalucía;Granada;18905;Gabias, Las;2107;103;287;407;80;551;679;64;116;194;1500;233
Andalucía;Granada;18906;Guajares, Los;75;<5;6;24;<5;13;26;<5;<5;10;53;6
Andalucía;Granada;18907;Valle del Zalabí;119;<5;16;29;5;31;34;8;12;14;79;6
Andalucía;Granada;18908;Villamena;93;<5;13;37;<5;11;30;7;9;15;62;0
Andalucía;Granada;18909;Morelábor;38;<5;7;8;<5;11;7;9;<5;<5;24;0
Andalucía;Granada;18910;Pinar, El;66;0;6;16;<5;20;21;16;<5;<5;44;<5
Andalucía;Granada;18911;Vegas del Genil;944;65;109;185;49;248;288;45;39;78;690;92
Andalucía;Granada;18912;Cuevas del Campo;69;<5;11;17;5;16;19;12;5;7;42;<5
Andalucía;Granada;18913;Zagra;64;24;6;8;<5;7;17;16;6;<5;19;21
Andalucía;Granada;18914;Valderrubio;133;9;24;21;9;37;33;20;12;13;73;15
Andalucía;Granada;18915;Domingo Pérez de Granada;62;<5;7;13;10;23;5;19;0;<5;28;12
Andalucía;Granada;18916;Torrenueva Costa;173;8;23;53;8;43;38;28;<5;9;122;11
Andalucía;Huelva;21001;Alájar;76;<5;10;26;<5;12;26;5;5;0;62;<5
Andalucía;Huelva;21002;Aljaraque;1329;68;154;237;56;311;503;81;44;86;987;131
Andalucía;Huelva;21003;Almendro, El;57;0;<5;20;<5;12;20;<5;<5;<5;46;<5
Andalucía;Huelva;21004;Almonaster la Real;125;8;17;34;<5;28;34;6;9;53;50;7
Andalucía;Huelva;21005;Almonte;1293;73;174;310;46;262;428;414;45;121;640;73
Andalucía;Huelva;21006;Alosno;283;8;31;75;11;53;105;30;15;16;213;9
Andalucía;Huelva;21007;Aracena;610;20;82;154;14;121;219;20;45;90;422;33
Andalucía;Huelva;21008;Aroche;125;7;16;29;9;33;31;21;5;<5;89;8
Andalucía;Huelva;21009;Arroyomolinos de León;89;<5;8;20;<5;21;35;10;5;6;64;<5
Andalucía;Huelva;21010;Ayamonte;1122;45;169;311;37;202;358;139;39;121;738;85
Andalucía;Huelva;21011;Beas;252;13;38;63;15;58;65;39;9;24;158;22
Andalucía;Huelva;21012;Berrocal;20;0;7;7;<5;<5;<5;0;<5;<5;14;<5
Andalucía;Huelva;21013;Bollullos Par del Condado;696;46;111;194;33;138;174;103;30;111;372;80
Andalucía;Huelva;21014;Bonares;194;13;27;38;18;42;56;37;8;15;114;20
Andalucía;Huelva;21015;Cabezas Rubias;34;<5;5;8;<5;7;10;<5;<5;<5;29;<5
Andalucía;Huelva;21016;Cala;116;<5;11;31;<5;22;45;9;<5;9;90;5
Andalucía;Huelva;21017;Calañas;222;7;27;47;7;65;69;20;13;10;161;18
Andalucía;Huelva;21018;Campillo, El;158;8;24;42;5;38;41;21;6;<5;104;24
Andalucía;Huelva;21019;Campofrío;47;5;<5;10;5;8;16;0;<5;5;38;<5
Andalucía;Huelva;21020;Cañaveral de León;40;<5;5;15;<5;8;9;6;0;<5;28;<5
Andalucía;Huelva;21021;Cartaya;887;56;131;186;44;189;281;192;35;68;526;66
Andalucía;Huelva;21022;Castaño del Robledo;21;0;<5;11;0;<5;8;0;0;<5;20;0
Andalucía;Huelva;21023;Cerro de Andévalo, El;139;<5;14;34;7;32;48;7;10;<5;108;10
Andalucía;Huelva;21024;Corteconcepción;58;5;9;18;<5;9;16;<5;<5;5;45;<5
Andalucía;Huelva;21025;Cortegana;316;17;52;80;12;65;90;20;24;102;146;24
Andalucía;Huelva;21026;Cortelazor;25;<5;<5;6;<5;5;9;0;<5;12;10;<5
Andalucía;Huelva;21027;Cumbres de Enmedio;8;<5;0;<5;0;<5;<5;0;0;6;<5;0
Andalucía;Huelva;21028;Cumbres de San Bartolomé;27;<5;<5;5;0;6;11;<5;5;0;20;<5
Andalucía;Huelva;21029;Cumbres Mayores;115;5;11;38;<5;25;35;<5;26;18;62;8
Andalucía;Huelva;21030;Chucena;87;<5;13;25;10;15;21;5;<5;9;65;<5
Andalucía;Huelva;21031;Encinasola;65;0;5;25;<5;12;22;5;<5;18;36;<5
Andalucía;Huelva;21032;Escacena del Campo;89;8;11;18;<5;26;22;15;<5;<5;66;<5
Andalucía;Huelva;21033;Fuenteheridos;66;<5;9;19;<5;12;22;<5;<5;9;48;<5
Andalucía;Huelva;21034;Galaroza;106;<5;10;39;<5;23;31;<5;14;9;76;<5
Andalucía;Huelva;21035;Gibraleón;867;46;103;198;47;174;299;136;31;89;523;88
Andalucía;Huelva;21036;Granada de Río-Tinto, La;28;<5;<5;7;<5;6;9;<5;<5;<5;22;<5
Andalucía;Huelva;21037;Granado, El;36;0;6;14;<5;6;9;<5;<5;<5;32;0
Andalucía;Huelva;21038;Higuera de la Sierra;100;<5;14;29;0;23;31;<5;<5;20;70;5
Andalucía;Huelva;21039;Hinojales;24;<5;6;5;0;<5;7;<5;0;13;10;0
Andalucía;Huelva;21040;Hinojos;175;5;27;40;7;49;47;28;19;10;111;7
Andalucía;Huelva;21041;Huelva;12425;491;1714;2617;510;2712;4381;1415;450;867;8205;1488
Andalucía;Huelva;21042;Isla Cristina;1436;93;196;358;79;316;394;279;57;118;852;130
Andalucía;Huelva;21043;Jabugo;177;10;24;37;10;31;65;7;46;6;109;9
Andalucía;Huelva;21044;Lepe;1608;122;245;342;92;353;454;277;61;120;1040;110
Andalucía;Huelva;21045;Linares de la Sierra;35;0;<5;14;<5;6;7;0;<5;23;9;<5
Andalucía;Huelva;21046;Lucena del Puerto;83;8;16;10;12;23;14;26;<5;8;30;15
Andalucía;Huelva;21047;Manzanilla;95;7;16;31;<5;18;19;12;<5;20;53;6
Andalucía;Huelva;21048;Marines, Los;31;<5;5;5;<5;<5;13;0;<5;<5;26;<5
Andalucía;Huelva;21049;Minas de Riotinto;299;22;47;74;13;51;92;21;13;10;226;29
Andalucía;Huelva;21050;Moguer;919;56;151;209;51;183;269;221;78;131;420;69
Andalucía;Huelva;21051;Nava, La;36;0;<5;14;0;<5;16;<5;<5;<5;28;0
Andalucía;Huelva;21052;Nerva;485;19;79;110;21;100;156;57;31;32;308;57
Andalucía;Huelva;21053;Niebla;277;16;33;58;10;63;97;41;12;18;181;25
Andalucía;Huelva;21054;Palma del Condado, La;645;30;69;133;24;147;242;85;22;29;461;48
Andalucía;Huelva;21055;Palos de la Frontera;538;44;90;87;26;121;170;120;27;20;334;37
Andalucía;Huelva;21056;Paterna del Campo;152;11;35;37;9;35;25;30;6;14;87;15
Andalucía;Huelva;21057;Paymogo;94;<5;12;25;6;23;25;15;<5;13;58;6
Andalucía;Huelva;21058;Puebla de Guzmán;160;9;17;32;12;37;53;24;7;11;106;12
Andalucía;Huelva;21059;Puerto Moral;23;0;<5;<5;<5;7;11;0;<5;<5;20;<5
Andalucía;Huelva;21060;Punta Umbría;1231;53;165;278;32;261;442;83;45;113;891;99
Andalucía;Huelva;21061;Rociana del Condado;261;16;35;83;16;50;61;59;7;20;155;20
Andalucía;Huelva;21062;Rosal de la Frontera;102;5;10;31;7;26;23;32;<5;<5;58;7
Andalucía;Huelva;21063;San Bartolomé de la Torre;168;9;20;43;8;27;61;21;13;13;112;9
Andalucía;Huelva;21064;San Juan del Puerto;620;49;84;130;34;129;194;59;25;62;415;59
Andalucía;Huelva;21065;Sanlúcar de Guadiana;23;0;<5;6;<5;<5;10;<5;0;10;11;<5
Andalucía;Huelva;21066;San Silvestre de Guzmán;26;<5;<5;6;<5;<5;8;0;0;<5;25;0
Andalucía;Huelva;21067;Santa Ana la Real;32;0;<5;9;<5;6;12;<5;<5;12;14;<5
Andalucía;Huelva;21068;Santa Bárbara de Casa;55;<5;5;19;<5;10;18;10;<5;24;17;0
Andalucía;Huelva;21069;Santa Olalla del Cala;182;13;18;27;16;54;54;16;<5;11;141;10
Andalucía;Huelva;21070;Trigueros;543;27;75;127;17;106;191;72;19;64;344;44
Andalucía;Huelva;21071;Valdelarco;8;0;0;6;0;0;<5;0;<5;<5;5;0
Andalucía;Huelva;21072;Valverde del Camino;881;22;105;191;33;176;354;59;88;62;607;65
Andalucía;Huelva;21073;Villablanca;129;5;20;28;6;21;49;19;8;7;85;10
Andalucía;Huelva;21074;Villalba del Alcor;252;13;33;59;12;50;85;25;6;27;178;16
Andalucía;Huelva;21075;Villanueva de las Cruces;17;0;<5;7;0;<5;<5;0;<5;0;13;0
Andalucía;Huelva;21076;Villanueva de los Castillejos;170;5;23;40;6;36;60;15;10;7;129;9
Andalucía;Huelva;21077;Villarrasa;126;10;15;30;7;23;41;18;6;13;76;13
Andalucía;Huelva;21078;Zalamea la Real;215;6;30;64;<5;46;67;13;15;27;142;18
Andalucía;Huelva;21079;Zufre;45;<5;<5;8;<5;12;20;<5;0;<5;38;0
Andalucía;Huelva;21902;Zarza-Perrunal, La;86;<5;7;29;<5;20;25;<5;7;6;68;<5
Andalucía;Jaén;23001;Albanchez de Mágina;42;<5;6;11;<5;9;9;<5;<5;0;36;<5
Andalucía;Jaén;23002;Alcalá la Real;993;54;123;152;57;297;310;127;103;18;634;111
Andalucía;Jaén;23003;Alcaudete;430;21;48;72;30;132;127;48;36;8;291;47
Andalucía;Jaén;23004;Aldeaquemada;29;0;<5;9;<5;<5;11;<5;<5;0;19;<5
Andalucía;Jaén;23005;Andújar;3109;111;312;495;135;797;1259;427;256;158;1923;345
Andalucía;Jaén;23006;Arjona;194;16;23;33;18;58;46;41;15;11;106;21
Andalucía;Jaén;23007;Arjonilla;118;7;25;22;18;29;17;20;5;<5;72;17
Andalucía;Jaén;23008;Arquillos;71;<5;14;19;<5;18;15;15;<5;7;45;<5
Andalucía;Jaén;23009;Baeza;991;40;93;124;37;299;398;119;55;41;670;106
Andalucía;Jaén;23010;Bailén;1530;60;162;196;61;375;676;253;109;50;926;192
Andalucía;Jaén;23011;Baños de la Encina;143;6;10;23;11;37;56;9;6;<5;111;13
Andalucía;Jaén;23012;Beas de Segura;270;15;21;47;18;73;96;73;6;14;161;16
Andalucía;Jaén;23014;Begíjar;144;<5;16;17;7;55;45;19;5;5;101;14
Andalucía;Jaén;23015;Bélmez de la Moraleda;119;<5;7;17;5;22;67;23;19;<5;71;<5
Andalucía;Jaén;23016;Benatae;15;<5;<5;<5;0;5;<5;<5;0;5;8;<5
Andalucía;Jaén;23017;Cabra del Santo Cristo;86;7;9;18;5;19;28;9;6;5;61;5
Andalucía;Jaén;23018;Cambil;149;5;15;26;9;53;41;25;9;8;74;33
Andalucía;Jaén;23019;Campillo de Arenas;96;7;14;14;<5;31;26;17;7;<5;64;5
Andalucía;Jaén;23020;Canena;61;<5;<5;8;<5;17;28;9;<5;<5;39;8
Andalucía;Jaén;23021;Carboneros;39;<5;5;7;<5;8;14;<5;<5;<5;28;<5
Andalucía;Jaén;23024;Carolina, La;1606;71;240;251;87;375;582;155;194;54;1032;171
Andalucía;Jaén;23025;Castellar;117;5;22;19;6;35;30;21;7;8;74;7
Andalucía;Jaén;23026;Castillo de Locubín;116;6;22;26;5;32;25;19;12;<5;69;12
Andalucía;Jaén;23027;Cazalilla;38;<5;<5;11;<5;10;11;5;<5;<5;28;<5
Andalucía;Jaén;23028;Cazorla;379;16;60;76;12;100;115;61;10;13;272;23
Andalucía;Jaén;23029;Chiclana de Segura;23;0;<5;7;<5;5;8;<5;<5;<5;18;<5
Andalucía;Jaén;23030;Chilluévar;38;<5;12;<5;6;9;6;9;0;<5;20;7
Andalucía;Jaén;23031;Escañuela;44;<5;7;9;5;16;5;11;<5;10;17;5
Andalucía;Jaén;23032;Espelúy;51;5;<5;7;6;11;18;<5;6;<5;35;<5
Andalucía;Jaén;23033;Frailes;43;<5;<5;6;<5;16;11;6;5;0;32;0
Andalucía;Jaén;23034;Fuensanta de Martos;136;6;21;20;8;52;29;21;18;10;74;13
Andalucía;Jaén;23035;Fuerte del Rey;74;<5;<5;11;5;29;24;5;<5;<5;51;11
Andalucía;Jaén;23037;Génave;21;<5;<5;<5;<5;<5;7;<5;0;13;7;0
Andalucía;Jaén;23038;Guardia de Jaén, La;326;26;43;61;18;77;101;20;15;65;189;37
Andalucía;Jaén;23039;Guarromán;241;9;21;38;15;55;103;39;17;15;162;8
Andalucía;Jaén;23040;Lahiguera;46;<5;<5;10;6;15;9;11;<5;<5;26;7
Andalucía;Jaén;23041;Higuera de Calatrava;18;<5;<5;<5;<5;<5;<5;<5;0;5;9;<5
Andalucía;Jaén;23042;Hinojares;22;<5;<5;7;0;5;5;<5;<5;<5;15;0
Andalucía;Jaén;23043;Hornos;17;<5;<5;<5;<5;<5;<5;0;0;<5;14;<5
Andalucía;Jaén;23044;Huelma;320;11;30;49;24;80;126;46;39;16;190;29
Andalucía;Jaén;23045;Huesa;54;<5;7;10;<5;18;12;18;<5;7;27;<5
Andalucía;Jaén;23046;Ibros;179;<5;13;30;11;65;59;18;6;58;82;15
Andalucía;Jaén;23047;Iruela, La;65;<5;10;17;<5;14;21;5;<5;<5;52;<5
Andalucía;Jaén;23048;Iznatoraf;24;0;<5;8;<5;8;6;6;0;8;8;<5
Andalucía;Jaén;23049;Jabalquinto;86;7;9;19;6;19;26;23;<5;14;39;8
Andalucía;Jaén;23050;Jaén;8409;435;1292;1556;379;2097;2650;490;431;449;5955;1084
Andalucía;Jaén;23051;Jamilena;151;9;28;32;11;41;30;34;11;22;74;10
Andalucía;Jaén;23052;Jimena;41;<5;5;6;<5;11;14;5;<5;0;32;<5
Andalucía;Jaén;23053;Jódar;373;28;43;57;48;93;104;83;12;58;183;37
Andalucía;Jaén;23054;Larva;12;<5;0;<5;<5;<5;<5;<5;0;0;11;0
Andalucía;Jaén;23055;Linares;5307;230;694;950;249;1314;1870;576;263;246;3464;758
Andalucía;Jaén;23056;Lopera;124;7;16;23;15;41;22;16;10;15;71;12
Andalucía;Jaén;23057;Lupión;37;<5;<5;<5;5;17;10;5;<5;0;24;6
Andalucía;Jaén;23058;Mancha Real;587;19;70;73;33;185;207;101;45;42;341;58
Andalucía;Jaén;23059;Marmolejo;328;8;35;70;13;107;95;56;21;24;204;23
Andalucía;Jaén;23060;Martos;1678;71;241;192;102;541;531;153;402;67;898;158
Andalucía;Jaén;23061;Mengíbar;872;40;101;129;45;287;270;132;58;76;491;115
Andalucía;Jaén;23062;Montizón;38;<5;6;7;<5;13;8;11;7;<5;17;<5
Andalucía;Jaén;23063;Navas de San Juan;113;<5;11;21;12;25;41;18;<5;9;79;6
Andalucía;Jaén;23064;Noalejo;62;<5;12;12;5;24;6;11;<5;<5;39;5
Andalucía;Jaén;23065;Orcera;104;<5;7;23;6;36;31;11;<5;<5;85;5
Andalucía;Jaén;23066;Peal de Becerro;222;11;23;34;11;73;70;40;9;15;146;12
Andalucía;Jaén;23067;Pegalajar;163;<5;24;23;14;45;53;32;5;14;92;20
Andalucía;Jaén;23069;Porcuna;187;8;20;17;27;61;54;22;8;<5;130;24
Andalucía;Jaén;23070;Pozo Alcón;292;13;42;61;13;77;86;57;17;21;172;25
Andalucía;Jaén;23071;Puente de Génave;119;6;8;23;5;30;47;28;<5;<5;77;10
Andalucía;Jaén;23072;Puerta de Segura, La;117;<5;13;28;13;22;37;31;7;6;68;5
Andalucía;Jaén;23073;Quesada;182;5;15;47;10;56;49;29;<5;13;127;9
Andalucía;Jaén;23074;Rus;193;12;14;24;12;62;69;17;16;8;138;14
Andalucía;Jaén;23075;Sabiote;206;10;9;34;9;56;88;20;7;18;146;15
Andalucía;Jaén;23076;Santa Elena;78;0;5;17;<5;17;36;6;<5;<5;66;<5
Andalucía;Jaén;23077;Santiago de Calatrava;12;<5;0;<5;0;<5;<5;<5;<5;0;8;<5
Andalucía;Jaén;23079;Santisteban del Puerto;127;8;9;20;5;40;45;29;<5;6;78;11
Andalucía;Jaén;23080;Santo Tomé;65;<5;7;12;6;22;15;13;<5;0;45;6
Andalucía;Jaén;23081;Segura de la Sierra;82;<5;5;19;<5;24;27;5;<5;<5;66;7
Andalucía;Jaén;23082;Siles;105;8;9;30;7;24;27;16;6;<5;71;8
Andalucía;Jaén;23084;Sorihuela del Guadalimar;50;5;5;12;<5;12;12;13;<5;<5;33;<5
Andalucía;Jaén;23085;Torreblascopedro;102;6;16;20;9;29;22;16;<5;<5;66;15
Andalucía;Jaén;23086;Torre del Campo;840;33;91;116;43;247;310;86;61;26;584;83
Andalucía;Jaén;23087;Torredonjimeno;844;38;104;124;42;213;323;96;77;39;547;85
Andalucía;Jaén;23088;Torreperogil;528;26;50;79;20;151;202;95;21;29;336;47
Andalucía;Jaén;23090;Torres;49;<5;7;6;<5;17;12;16;<5;<5;22;7
Andalucía;Jaén;23091;Torres de Albánchez;34;<5;<5;<5;<5;9;14;<5;0;0;30;<5
Andalucía;Jaén;23092;Úbeda;2589;118;296;426;115;625;1009;257;125;100;1787;320
Andalucía;Jaén;23093;Valdepeñas de Jaén;84;<5;12;17;6;32;14;10;<5;9;59;<5
Andalucía;Jaén;23094;Vilches;266;9;19;58;14;64;102;35;7;8;203;13
Andalucía;Jaén;23095;Villacarrillo;397;24;35;53;32;139;114;69;8;7;275;38
Andalucía;Jaén;23096;Villanueva de la Reina;149;6;19;28;6;39;51;21;5;9;99;15
Andalucía;Jaén;23097;Villanueva del Arzobispo;309;20;24;40;23;105;97;76;22;15;163;33
Andalucía;Jaén;23098;Villardompardo;29;0;<5;<5;<5;13;10;<5;<5;14;10;0
Andalucía;Jaén;23099;Villares, Los;253;14;26;42;23;85;63;29;14;7;170;33
Andalucía;Jaén;23101;Villarrodrigo;23;<5;<5;<5;0;5;12;<5;0;0;18;<5
Andalucía;Jaén;23901;Cárcheles;52;<5;7;11;0;20;11;7;<5;<5;37;6
