ubicacion,codigo_ine,Comunidad Autónoma,Provincia,%_casas_vacias,Viviendas totales,Mediana consumo anual,Viviendas con bajo consumo,Viviendas de uso esporádico,prev_res_misma_vivienda,prev_res_mismo_municipio,prev_res_misma_provincia,prev_res_misma_comunidad,prev_res_dif_comunidad,prev_res_en_extranjero,prev_res_no_nacido,Poblacion,Poblacion_-16,Poblacion_16-64,Poblacion_+65,Hombres,Hombres_-16,Hombres_16-64,Hombres_+65,Mujeres,Mujeres_-16,Mujeres_16-64,Mujeres_+65,total Paro Registrado,Paro hombre edad < 25,Paro hombre edad 25 -45 ,Paro hombre edad >=45,Paro mujer edad < 25,Paro mujer edad 25 -45 ,Paro mujer edad >=45,Paro Agricultura,Paro Industria,Paro Construcción,Paro Servicios,Paro Sin empleo Anterior,SUPERFICIE,PERIMETRO,LONGITUD_ETRS89,LATITUD_ETRS89,ALTITUD
    28152 Torrelodones,28152,"Madrid, Comunidad de",Madrid,4.922660042903918,8857,3141,91,389,8302,6128,5158,0,1012,1055,2402,24057,4568,16184,3305,11625,2352,7815,1458,12432,2216,8369,1847,649,21,81,164,16,93,274,1,23,30,561,34,2194.7729,22449,-3.93135576,40.57649785,846.0
    28153 Torremocha de Jarama,28153,"Madrid, Comunidad de",Madrid,14.241001564945227,639,1987,32,85,325,142,403,0,63,48,84,1065,147,627,291,542,78,329,135,523,69,298,156,43,1,1,9,1,10,16,0,5,2,33,5,1849.4036,27788,-3.49582355,40.83560654,707.0
    28154 Torres de la Alameda,28154,"Madrid, Comunidad de",Madrid,10.10854816824966,2948,3609,28,115,2942,2444,1093,0,278,222,728,7707,1366,5231,1110,3934,729,2717,488,3773,637,2514,622,434,32,69,81,18,95,139,12,50,19,308,45,4361.49,33051,-3.3630153,40.40659412,658.0
    28156 Valdeavero,28156,"Madrid, Comunidad de",Madrid,8.227848101265822,948,3258,14,65,502,302,464,0,159,48,195,1670,321,1125,224,859,159,592,108,811,162,533,116,97,5,13,24,2,24,29,3,10,16,63,7,1878.8456,31469,-3.33161399,40.63129226,717.0
    28157 Valdelaguna,28157,"Madrid, Comunidad de",Madrid,33.29065300896287,781,3092,19,55,331,249,268,0,40,42,93,1023,166,665,192,514,80,343,91,509,86,322,101,71,8,5,12,3,19,23,0,10,7,50,2,4212.9399,27798,-3.36677434,40.16212515,700.0
    28158 Valdemanco,28158,"Madrid, Comunidad de",Madrid,9.558823529411764,816,1542,44,150,381,209,250,0,43,43,96,1022,166,647,209,529,84,339,106,493,82,308,103,45,1,5,16,0,11,12,2,3,1,37,2,1758.0387,17816,-3.66350597,40.87181697,1125.0
    28160 Valdemorillo,28160,"Madrid, Comunidad de",Madrid,6.220296337713167,7154,2875,142,499,4831,2687,3204,0,542,703,1287,13254,2385,8996,1873,6702,1228,4579,895,6552,1157,4417,978,618,25,77,189,11,109,207,6,23,37,521,31,9368.2305,48230,-4.06705109,40.50216434,818.0
    28161 Valdemoro,28161,"Madrid, Comunidad de",Madrid,3.439922480620155,28896,2452,458,1598,32627,18385,9425,0,4730,3686,9078,77931,16381,53756,7794,38357,8318,26722,3317,39574,8063,27034,4477,3701,188,421,605,151,765,1571,19,219,209,3080,174,6416.9515,39535,-3.67881474,40.18889948,613.0
    28162 Valdeolmos-Alalpardo,28162,"Madrid, Comunidad de",Madrid,5.41137493097736,1811,2832,26,111,1249,951,1041,0,300,236,529,4306,947,2871,488,2216,524,1453,239,2090,423,1418,249,149,1,26,33,7,34,48,0,12,9,119,9,2680.8023,25907,-3.47456352,40.62956963,680.0
    28164 Valdetorres de Jarama,28164,"Madrid, Comunidad de",Madrid,5.4608999563128,2289,3225,44,141,1666,1108,1079,0,205,207,440,4705,800,3141,764,2352,373,1614,365,2353,427,1527,399,287,16,38,62,15,60,96,0,22,16,231,18,3352.0537,29224,-3.5126108,40.69559451,655.0
    28165 Valdilecha,28165,"Madrid, Comunidad de",Madrid,30.27638190954774,1592,3235,22,108,318,1464,575,0,155,218,335,3065,540,2084,441,1575,270,1090,215,1490,270,994,226,180,9,19,26,2,51,72,6,22,13,121,18,4248.3828,25336,-3.30370753,40.29501386,716.0
    28167 Velilla de San Antonio,28167,"Madrid, Comunidad de",Madrid,17.37798205296564,4569,3060,35,156,6738,1826,1887,0,422,398,1271,12542,2299,9065,1178,6297,1202,4564,531,6245,1097,4501,647,606,22,65,115,27,120,257,1,61,19,497,25,1435.3756,19177,-3.48827482,40.36633215,553.0
    28169 Venturada,28169,"Madrid, Comunidad de",Madrid,6.513958482462419,1397,2681,29,130,799,374,767,0,117,99,236,2392,397,1677,318,1241,204,881,156,1151,193,796,162,68,2,4,22,0,15,26,0,5,4,62,1,979.3381,13048,-3.61779984,40.79963384,861.0
    28170 Villaconejos,28170,"Madrid, Comunidad de",Madrid,22.064056939501786,1686,3191,30,127,1152,1374,333,0,96,158,325,3438,542,2261,635,1756,289,1183,284,1682,253,1078,351,210,9,21,46,7,45,82,10,10,16,149,25,3297.4111,22841,-3.4856791,40.10392024,629.0
    28171 Villa del Prado,28171,"Madrid, Comunidad de",Madrid,11.463804521580268,4379,2543,120,376,2216,2190,937,0,233,500,699,6775,1176,4436,1163,3455,618,2291,546,3320,558,2145,617,372,24,49,101,16,85,97,27,11,41,273,20,7842.4336,38872,-4.30553151,40.27643203,509.0
    28172 Villalbilla,28172,"Madrid, Comunidad de",Madrid,16.027655562539284,6364,3438,55,232,5086,2555,3991,0,871,403,2140,15046,3279,10281,1486,7602,1697,5165,740,7444,1582,5116,746,564,31,63,102,24,132,212,2,70,22,437,33,3446.47,36577,-3.29779159,40.4326629,748.0
    28174 Villamanta,28174,"Madrid, Comunidad de",Madrid,14.942528735632186,1305,2842,29,95,725,854,564,0,153,110,242,2648,425,1704,519,1339,222,885,232,1309,203,819,287,164,9,25,35,8,32,55,5,5,9,132,16,6314.5076,39526,-4.10763563,40.30055869,558.0
    28175 Villamantilla,28175,"Madrid, Comunidad de",Madrid,12.010443864229766,766,3299,14,49,526,215,435,0,67,86,183,1515,327,1004,184,745,158,499,88,770,169,505,96,100,6,6,25,2,17,44,0,5,11,75,9,2399.2061,23709,-4.12977972,40.33867811,550.0
    28176 Villanueva de la Cañada,28176,"Madrid, Comunidad de",Madrid,4.089262764341629,8559,3397,83,384,6852,4759,4918,0,1227,2326,2371,22453,4359,15532,2562,10957,2288,7485,1184,11496,2071,8047,1378,636,11,103,164,9,123,226,3,22,41,541,29,3491.7263,37063,-4.00340814,40.4477529,655.0
    28177 Villanueva del Pardillo,28177,"Madrid, Comunidad de",Madrid,2.7692830445124024,5886,2714,89,244,7429,3275,2979,0,680,947,1956,17266,4049,11732,1485,8382,2088,5655,639,8884,1961,6077,846,598,17,65,154,11,122,229,4,21,32,525,17,2534.6904,22344,-3.96438346,40.4895441,650.0
    28178 Villanueva de Perales,28178,"Madrid, Comunidad de",Madrid,19.66794380587484,783,3292,8,39,683,266,356,0,83,62,158,1608,284,1110,214,830,140,587,103,778,144,523,111,108,9,16,21,1,20,39,5,5,11,82,7,3118.1379,29816,-4.10125868,40.34699813,595.0
    28179 Villar del Olmo,28179,"Madrid, Comunidad de",Madrid,31.951219512195124,1230,3371,27,87,782,463,594,0,94,73,186,2192,349,1549,294,1093,164,785,144,1099,185,764,150,110,5,17,25,2,19,41,4,14,9,81,3,2762.1365,21601,-3.23536001,40.33617307,675.0
    28180 Villarejo de Salvanés,28180,"Madrid, Comunidad de",Madrid,22.0611491829204,3794,3446,65,231,2598,2928,796,0,238,263,723,7546,1315,4993,1238,3762,689,2501,572,3784,626,2492,666,505,30,65,78,18,101,213,11,101,29,307,57,11861.9263,61710,-3.27232626,40.16783474,753.0
    28181 Villaviciosa de Odón,28181,"Madrid, Comunidad de",Madrid,4.443654461429079,11252,3183,107,502,9674,8835,4027,0,1166,1992,2321,28016,4278,18192,5546,13552,2225,8831,2496,14464,2053,9361,3050,760,29,106,168,22,139,296,2,48,43,630,37,6804.8636,45261,-3.901882,40.358607,639.0
    28183 Zarzalejo,28183,"Madrid, Comunidad de",Madrid,14.414414414414416,1221,1987,71,146,419,541,435,0,93,80,203,1771,323,1149,299,910,172,601,137,861,151,548,162,142,9,21,37,1,27,46,3,1,9,112,18,2063.274,20419,-4.18247935,40.54823789,1104.0
    28901 Lozoyuela-Navas-Sieteiglesias,28901,"Madrid, Comunidad de",Madrid,26.8857356235997,1339,2030,64,160,409,358,391,0,64,68,122,1412,210,921,281,732,103,501,128,680,107,420,153,59,3,6,15,1,9,26,3,1,5,51,1,5128.4974,31456,-3.61839674,40.92781981,1026.0
    28903 Tres Cantos,28903,"Madrid, Comunidad de",Madrid,3.2682558515801965,18542,2246,325,1080,12867,18501,6826,0,3086,2286,5159,48726,8510,33514,6702,23657,4299,16293,3065,25069,4211,17221,3637,1408,33,223,288,37,265,562,6,48,53,1259,42,3793.348,38601,-3.7042059,40.60490535,710.0
    30001 Abanilla,30001,"Murcia, Región de",Murcia,28.71979229079289,5007,2291,240,517,1611,2967,329,0,306,388,446,6047,792,3680,1575,3064,416,1922,726,2983,376,1758,849,305,21,33,80,13,61,97,22,57,22,171,33,23542.82,60611,-1.04259775,38.20788917,222.0
    30002 Abarán,30002,"Murcia, Región de",Murcia,13.796022005924671,7089,2686,211,570,4480,5921,668,0,247,491,1273,13080,2082,8695,2303,6525,1025,4503,997,6555,1057,4192,1306,444,10,84,91,32,102,125,90,43,24,248,39,11503.73,69760,-1.40118044,38.20259944,173.0
    30003 Águilas,30003,"Murcia, Región de",Murcia,13.287676473964114,26137,1883,1449,3881,11267,15318,1480,0,2480,1854,3511,35910,6118,23541,6251,17917,3127,11933,2857,17993,2991,11608,3394,1757,77,216,389,81,424,570,200,75,138,1211,133,25176.6403,86783,-1.5811258,37.40429728,2.0
    30004 Albudeite,30004,"Murcia, Región de",Murcia,28.125,800,2406,27,77,411,698,128,0,19,16,121,1393,214,909,270,707,104,486,117,686,110,423,153,90,9,13,15,7,28,18,15,8,5,57,5,1708.02,16700,-1.38554425,38.02822198,182.0
    30005 Alcantarilla,30005,"Murcia, Región de",Murcia,9.140111559065554,18107,2851,343,1058,14804,16582,3839,0,1345,1568,4481,42619,7781,28624,6214,21127,4020,14414,2693,21492,3761,14210,3521,3057,157,433,590,179,673,1025,79,320,262,1989,407,1624.4322,24115,-1.21291206,37.9716806,70.0
    30006 Aledo,30006,"Murcia, Región de",Murcia,20.932642487046632,965,2215,20,124,338,497,107,0,31,40,71,1084,124,684,276,539,70,346,123,545,54,338,153,30,0,4,8,1,2,14,5,4,3,20,0,4953.95,28394,-1.573199612,37.79416703,616.0
    30007 Alguazas,30007,"Murcia, Región de",Murcia,16.829919857524487,4492,2941,109,309,3028,3505,1222,0,379,508,1177,9819,1986,6465,1368,5056,1022,3408,626,4763,964,3057,742,636,34,74,128,31,148,221,25,71,29,423,88,2384.0,27851,-1.24136075,38.05030529,88.0
    30008 Alhama de Murcia,30008,"Murcia, Región de",Murcia,17.772273913916596,14939,2390,656,1591,7002,9239,1624,0,934,1342,2334,22475,4008,14985,3482,11432,2106,7756,1570,11043,1902,7229,1912,957,53,142,165,52,200,345,68,219,47,520,103,31279.22,85709,-1.42462332,37.85237594,202.0
    30009 Archena,30009,"Murcia, Región de",Murcia,13.079615048118985,9144,3017,207,638,5367,8043,1568,0,889,1657,1967,19492,3373,13196,2923,10207,1765,7124,1318,9285,1608,6072,1605,845,56,123,134,40,198,294,57,85,60,558,85,1637.59,20159,-1.29845137,38.11297565,104.0
    30010 Beniel,30010,"Murcia, Región de",Murcia,8.020786262991415,4426,2994,82,262,3566,4381,734,0,532,911,1384,11508,2274,7741,1493,6013,1195,4157,661,5495,1079,3584,832,443,34,62,97,23,93,134,17,65,41,271,49,1011.0,15526,-1.00168729,38.04654496,28.0
    30011 Blanca,30011,"Murcia, Región de",Murcia,13.295395757889292,3866,2333,178,450,2200,2777,474,0,174,303,645,6573,1053,4324,1196,3368,523,2313,532,3205,530,2011,664,264,5,41,50,14,52,102,31,19,13,170,31,8716.74,50447,-1.37559767,38.18057492,152.0
    30012 Bullas,30012,"Murcia, Región de",Murcia,15.718157181571817,7011,2208,265,688,3904,5748,473,0,241,280,963,11609,1746,7646,2217,5818,912,3912,994,5791,834,3734,1223,655,27,79,111,24,142,272,51,123,75,357,49,8249.56,40565,-1.67033157,38.04956135,644.0
    30013 Calasparra,30013,"Murcia, Región de",Murcia,18.703855619360134,6095,2515,205,555,3198,4824,336,0,401,446,913,10118,1502,6626,1990,5138,787,3450,901,4980,715,3176,1089,564,26,78,139,37,111,173,63,94,44,339,24,18555.51,60754,-1.69391338,38.23115046,338.0
    30014 Campos del Río,30014,"Murcia, Región de",Murcia,23.200000000000003,1250,2724,30,94,1019,565,188,0,38,56,198,2064,309,1347,408,986,126,688,172,1078,183,659,236,133,4,18,28,16,35,33,7,15,10,92,9,4701.4,49044,-1.3483366,38.03877171,173.0
    30015 Caravaca de la Cruz,30015,"Murcia, Región de",Murcia,15.413533834586463,14630,2183,563,1413,9211,11302,967,0,988,827,2364,25659,4086,16873,4700,12837,2179,8560,2098,12822,1907,8313,2602,1279,68,143,237,45,286,500,74,284,60,753,108,86020.1,130204,-1.86430745,38.1049406,627.0
    30016 Cartagena,30016,"Murcia, Región de",Murcia,13.285110935466616,125253,2403,4073,13465,67440,101390,7464,0,8605,8704,22222,215826,38581,139745,37500,107467,19951,71254,16262,108359,18630,68491,21238,13073,632,1584,2634,626,2937,4660,422,794,1145,9025,1687,56018.64,223443,-0.98210494,37.60017342,67.0
    30017 Cehegín,30017,"Murcia, Región de",Murcia,15.59633027522936,9156,2321,381,856,5103,7149,569,0,419,500,1195,14935,2138,9770,3027,7470,1064,5012,1394,7465,1074,4758,1633,900,39,110,189,39,158,365,47,192,74,510,77,30012.38,82013,-1.80048338,38.09849314,570.0
    30018 Ceutí,30018,"Murcia, Región de",Murcia,10.2349298852668,5491,3070,104,365,3903,4231,1725,0,409,537,1481,12286,2404,8435,1447,6225,1214,4356,655,6061,1190,4079,792,677,32,83,130,33,154,245,19,97,62,425,74,1029.76,15398,-1.2696077,38.07903959,95.0
    30019 Cieza,30019,Cantabria,Cantabria,9.039750957854404,16704,2534,535,1311,11424,17312,954,0,713,1191,3585,35179,6036,23228,5915,17703,3116,12029,2558,17476,2920,11199,3357,22,0,4,5,0,7,8,0,1,4,18,0,36625.4,81037,-1.42753081,38.23689373,187.0
    30019 Cieza,30019,"Murcia, Región de",Murcia,9.039750957854404,16704,2534,535,1311,11424,17312,954,0,713,1191,3585,35179,6036,23228,5915,17703,3116,12029,2558,17476,2920,11199,3357,1490,102,174,233,96,340,545,274,151,94,782,189,36625.4,81037,-1.42753081,38.23689373,187.0
    30020 Fortuna,30020,"Murcia, Región de",Murcia,16.019261637239165,6230,2758,181,546,2906,4599,803,0,410,816,1131,10665,1925,7082,1658,5664,1046,3799,819,5001,879,3283,839,617,36,81,117,30,167,186,42,67,41,402,65,14939.26,63635,-1.12301552,38.17924102,193.0
    30021 Fuente Álamo de Murcia,30021,"Murcia, Región de",Murcia,26.994231151780383,10054,2748,261,777,4837,6412,1379,0,584,1951,2090,17253,3401,11512,2340,8970,1774,6103,1093,8283,1627,5409,1247,643,34,71,121,41,174,202,88,55,52,334,114,27419.28,95726,-1.17020102,37.7238703,127.0
    30022 Jumilla,30022,"Murcia, Región de",Murcia,15.666349879377147,13679,2447,419,1029,8174,11485,526,0,1120,2058,2743,26107,4539,17805,3763,13589,2389,9514,1686,12518,2150,8291,2077,1234,73,185,227,64,253,432,182,127,116,662,147,96966.49,134525,-1.32702475,38.47617313,511.0
    30023 Librilla,30023,"Murcia, Región de",Murcia,15.948275862068966,3712,2703,93,333,1611,2180,650,0,172,167,614,5394,984,3489,921,2758,527,1820,411,2636,457,1669,510,289,13,40,51,8,76,101,16,37,18,198,20,5661.99,36210,-1.35077386,37.88623223,165.0
    30024 Lorca,30024,"Murcia, Región de",Murcia,13.71167306921826,42431,2595,879,2819,22864,47749,2532,0,3699,8168,10713,95726,17480,63674,14572,48986,9098,33492,6396,46740,8382,30182,8176,3717,225,489,690,185,823,1305,372,258,255,2424,408,167527.26,266503,-1.69930754,37.67700133,342.0
    30025 Lorquí,30025,"Murcia, Región de",Murcia,10.049423393739705,3642,2931,106,302,2055,2867,922,0,262,410,791,7307,1323,4949,1035,3695,670,2567,458,3612,653,2382,577,463,37,62,73,16,118,157,20,71,28,283,61,1572.72,19433,-1.25436494,38.0819052,96.0
    30026 Mazarrón,30026,"Murcia, Región de",Murcia,15.2963186098868,31537,1604,2143,6044,10506,11256,1792,0,1571,5015,3237,33377,5256,21298,6823,17219,2721,11120,3378,16158,2535,10178,3445,1461,69,175,308,72,325,512,208,63,126,947,117,31817.36,90631,-1.31668619,37.59763627,60.0
    30027 Molina de Segura,30027,"Murcia, Región de",Murcia,6.074510757262671,32908,2969,577,2013,25863,25087,7614,0,3187,3484,8357,73593,14358,49604,9631,36726,7468,24881,4377,36867,6890,24723,5254,4113,207,531,784,174,902,1515,110,525,259,2747,472,16936.95,81664,-1.21163275,38.0505597,92.0
    30028 Moratalla,30028,"Murcia, Región de",Murcia,28.718535469107557,6992,1985,373,809,2187,4304,297,0,285,138,596,7807,995,4936,1876,3975,544,2566,865,3832,451,2370,1011,522,26,51,119,19,115,192,48,100,16,329,29,95293.77,186549,-1.89190703,38.18879405,644.0
    30029 Mula,30029,"Murcia, Región de",Murcia,18.84541502375897,9891,2328,281,903,5741,7503,760,0,570,848,1702,17124,2921,11430,2773,8783,1493,6066,1224,8341,1428,5364,1549,682,41,89,125,40,170,217,82,76,61,395,68,63407.94,151878,-1.49032811,38.04203339,318.0
    30030 Murcia,30030,"Murcia, Región de",Murcia,6.967325020478747,219740,2797,4316,14454,145349,203429,22324,0,16757,24417,47500,459778,80366,305841,73571,225376,41268,152856,31252,234402,39098,152985,42319,25584,1261,3466,5383,1173,5831,8470,561,2161,1973,18469,2420,88511.49,219288,-1.130423,37.983399,43.0
    30032 Pliego,30032,"Murcia, Región de",Murcia,23.17351598173516,2628,2268,93,264,1287,1778,247,0,95,138,368,3913,641,2493,779,2032,350,1338,344,1881,291,1155,435,149,14,14,26,2,30,63,15,11,9,100,14,2933.73,26757,-1.505511,37.991372,380.0
    30033 Puerto Lumbreras,30033,"Murcia, Región de",Murcia,17.248305297514435,7966,2580,181,554,4455,6434,1242,0,904,1277,1907,16219,3051,10594,2574,8274,1536,5580,1158,7945,1515,5014,1416,542,26,56,118,25,145,172,80,39,35,336,52,14462.44,60927,-1.81042381,37.55977174,469.0
    30034 Ricote,30034,"Murcia, Región de",Murcia,32.34567901234568,1620,1837,81,197,410,615,114,0,32,44,66,1281,117,812,352,686,73,447,166,595,44,365,186,58,5,4,8,7,10,26,3,5,4,44,7,8682.59,43940,-1.36441272,38.1533663,297.0
    30035 San Javier,30035,"Murcia, Región de",Murcia,16.119597795610556,41372,1243,3680,9697,10673,9876,3812,0,2763,2444,3921,33489,6519,21880,5090,16812,3385,11051,2376,16677,3134,10829,2714,1779,96,222,311,88,466,596,147,83,110,1207,232,7536.48,124047,-0.834746361,37.80550117,27.0
    30036 San Pedro del Pinatar,30036,"Murcia, Región de",Murcia,13.434296365330848,21460,1738,2189,4149,7564,9042,2402,0,2506,1810,3141,26465,5216,17223,4026,13325,2675,8859,1791,13140,2541,8364,2235,1548,83,195,301,85,357,527,102,94,118,1043,191,2235.53,35433,-0.791855156,37.83616391,16.0
    30037 Torre-Pacheco,30037,"Murcia, Región de",Murcia,16.786154618932372,21899,2550,719,2205,11773,12289,3184,0,1490,3573,4730,37039,8058,24532,4449,19123,4190,12832,2101,17916,3868,11700,2348,1441,83,165,251,84,380,478,213,85,109,913,121,18960.69,59078,-0.95345938,37.74293304,43.0
    30039 Totana,30039,"Murcia, Región de",Murcia,9.941520467836256,15390,2665,342,1132,9806,14161,1456,0,1350,2508,3554,32835,5911,22317,4607,16904,3025,11790,2089,15931,2886,10527,2518,1147,65,161,225,69,219,408,160,118,90,682,97,28728.45,101981,-1.50261006,37.76955169,255.0
    30042 Villanueva del Río Segura,30042,"Murcia, Región de",Murcia,26.23931623931624,2340,2721,67,220,877,709,948,0,205,185,347,3271,581,2226,464,1654,302,1165,187,1617,279,1061,277,185,10,21,39,7,51,57,13,20,9,132,11,1313.82,24271,-1.3242545,38.13730888,135.0
    30043 Yecla,30043,"Murcia, Región de",Murcia,9.978172747115686,19242,2065,717,1798,11448,16774,462,0,1352,1432,3584,35052,6234,23052,5766,17618,3094,11902,2622,17434,3140,11150,3144,2106,124,220,350,131,406,875,80,668,49,1014,295,60528.11,99690,-1.11531939,38.6134178,606.0
    30901 Santomera,30901,"Murcia, Región de",Murcia,7.94229087729525,6862,3060,103,435,5680,6039,1231,0,626,659,1881,16116,3193,10774,2149,8087,1627,5511,949,8029,1566,5263,1200,668,29,86,136,31,154,232,17,87,47,449,68,4398.95,28764,-1.04750884,38.0610856,38.0
    31006 Ablitas,31006,"Navarra, Comunidad Foral de",Navarra,16.81759379042691,1546,2180,81,188,771,1150,115,0,151,127,164,2480,327,1606,547,1253,166,845,242,1227,161,761,305,167,6,24,33,5,39,60,23,30,5,95,16,7747.5449,44828,-1.6384487,41.97369427,386.0
    31010 Altsasu/Alsasua,31010,"Navarra, Comunidad Foral de",Navarra,10.01826245760501,3833,1859,232,390,2493,3382,281,0,402,267,616,7441,1113,4827,1501,3757,571,2489,697,3684,542,2338,804,416,18,58,80,24,105,131,13,83,13,261,46,2672.3478,27206,-2.17054551,42.89495157,531.0
    31015 Andosilla,31015,"Navarra, Comunidad Foral de",Navarra,12.340153452685422,1564,2113,100,181,877,1192,105,0,190,155,233,2752,420,1786,546,1392,208,928,256,1360,212,858,290,149,4,18,22,7,50,50,19,36,1,66,24,5151.07,41434,-1.94206689,42.3778331,316.0
    31016 Ansoáin/Antsoain,31016,"Navarra, Comunidad Foral de",Navarra,5.677533821246396,4509,1926,100,317,4471,2957,1660,0,320,441,890,10739,1852,7178,1709,5278,927,3598,753,5461,925,3580,956,543,40,54,121,28,107,193,7,59,25,400,52,192.7923,6103,-1.64497536,42.83395631,454.0
    31019 Aoiz/Agoitz,31019,"Navarra, Comunidad Foral de",Navarra,13.22099805573558,1543,1792,67,187,877,882,302,0,168,234,315,2778,523,1784,471,1404,268,931,205,1374,255,853,266,209,14,27,47,9,53,59,10,23,9,128,39,1354.4819,22403,-1.37008483,42.78637979,508.0
    31023 Aranguren,31023,"Navarra, Comunidad Foral de",Navarra,3.45787885820376,4309,2120,108,367,3657,2195,3207,0,513,393,1752,11717,2742,7906,1069,5908,1419,3968,521,5809,1323,3938,548,368,20,55,62,14,91,126,4,33,14,294,26,4060.54,33849,-1.53544196,42.78898523,618.0
    31027 Arbizu,31027,"Navarra, Comunidad Foral de",Navarra,20.70063694267516,628,2241,23,47,315,501,75,0,52,39,143,1125,222,701,202,592,113,376,103,533,109,325,99,32,5,5,4,3,5,14,0,6,5,22,3,1454.2957,28828,-2.03940644,42.91560894,493.0
    31032 Arguedas,31032,"Navarra, Comunidad Foral de",Navarra,10.728910728910728,1221,2138,47,132,692,1039,146,0,105,111,209,2302,358,1416,528,1189,197,751,241,1113,161,665,287,95,4,14,12,1,29,35,7,18,4,55,12,6693.2026,36302,-1.59752473,42.17748866,269.0
    31036 Arróniz,31036,"Navarra, Comunidad Foral de",Navarra,19.69309462915601,782,1765,62,109,320,489,105,0,42,35,63,1054,118,650,286,568,56,361,151,486,62,289,135,53,5,6,7,5,10,20,0,13,1,30,9,5520.603,33172,-2.09050108,42.58908691,563.0
    31038 Artajona,31038,"Navarra, Comunidad Foral de",Navarra,17.048579285059578,1091,2175,55,135,600,728,143,0,60,57,146,1734,263,1066,405,890,133,564,193,844,130,502,212,52,1,13,7,1,12,15,3,5,5,37,5,6713.7951,35412,-1.76474649,42.58872781,411.0
    31041 Ayegui/Aiegi,31041,"Navarra, Comunidad Foral de",Navarra,8.732876712328768,1752,1717,95,290,858,502,512,0,168,77,317,2434,528,1613,293,1267,276,847,144,1167,252,766,149,90,7,11,17,2,18,33,4,7,5,64,12,961.3967,13287,-2.03933365,42.65664301,494.0
    31042 Azagra,31042,"Navarra, Comunidad Foral de",Navarra,11.436781609195403,1740,2224,67,178,1331,1507,126,0,247,184,383,3778,618,2418,742,1914,312,1270,332,1864,306,1148,410,128,6,17,16,5,56,28,26,25,5,58,15,3370.26,32011,-1.8928813,42.30895021,314.0
    31050 Baztan,31050,"Navarra, Comunidad Foral de",Navarra,14.841437632135309,4730,1959,238,653,3760,2397,340,0,280,369,711,7857,1257,4841,1759,3970,635,2542,793,3887,622,2299,966,172,7,26,48,9,27,55,6,15,11,130,10,37098.96,123468,-1.517025232,43.146732,197.0
    31057 Buñuel,31057,"Navarra, Comunidad Foral de",Navarra,12.578125000000002,1280,2104,79,142,724,985,100,0,138,108,182,2237,298,1405,534,1095,149,716,230,1142,149,689,304,83,1,11,12,3,22,33,11,7,4,57,7,3637.7114,35243,-1.44333882,41.98045327,242.0
    31060 Burlada/Burlata,31060,"Navarra, Comunidad Foral de",Navarra,5.476503647016621,8363,1807,247,775,5153,7182,3474,0,846,1240,1811,19706,2995,13153,3558,9540,1565,6507,1468,10166,1430,6646,2090,1103,56,123,232,44,281,367,13,108,49,831,102,211.31,8169,-1.61642189,42.82500552,426.0
    31062 Cabanillas,31062,"Navarra, Comunidad Foral de",Navarra,7.628294036061026,721,2300,22,71,401,676,47,0,60,55,98,1337,159,853,325,700,84,472,144,637,75,381,181,42,5,3,6,4,15,13,1,7,0,30,1,3565.6601,34859,-1.5217164,42.02928593,259.0
    31064 Cadreita,31064,"Navarra, Comunidad Foral de",Navarra,7.526881720430108,930,2307,26,89,513,979,81,0,82,173,204,2032,313,1297,422,1059,150,711,198,973,163,586,224,71,1,5,13,5,24,22,10,15,2,31,14,2727.13,24888,-1.69557126,42.21775075,288.0
    31065 Caparroso,31065,"Navarra, Comunidad Foral de",Navarra,10.989010989010987,1365,2266,60,160,768,1189,182,0,175,176,291,2781,473,1754,554,1469,271,938,260,1312,202,816,294,140,7,27,17,7,44,38,25,21,4,67,26,8082.16,45372,-1.65631755,42.33802232,303.0
    31066 Cárcar,31066,"Navarra, Comunidad Foral de",Navarra,9.451219512195122,656,1970,52,87,310,467,62,0,110,72,98,1119,168,699,252,567,78,371,118,552,90,328,134,87,5,4,15,8,35,21,16,13,0,31,27,4044.5697,26956,-1.97738104,42.39404025,422.0
    31067 Carcastillo,31067,"Navarra, Comunidad Foral de",Navarra,17.274604267033723,1453,2263,50,162,810,1059,129,0,173,101,205,2477,359,1560,558,1262,173,823,266,1215,186,737,292,135,1,20,27,11,36,38,13,19,6,66,31,9699.8451,46200,-1.44452172,42.37979606,351.0
    31068 Cascante,31068,"Navarra, Comunidad Foral de",Navarra,12.097130242825608,2265,2071,114,250,1506,1242,220,0,347,200,428,3943,681,2401,861,1959,348,1218,393,1984,333,1183,468,211,1,19,40,8,66,77,14,29,5,120,43,6293.2924,56418,-1.67903193,41.99909834,357.0
    31070 Castejón,31070,Castilla - La Mancha,Cuenca,9.142857142857142,2100,2112,94,227,1209,1644,220,0,371,290,549,4283,888,2632,763,2161,462,1367,332,2122,426,1265,431,8,0,1,1,0,2,5,5,2,1,3,1,1806.6945,27944,-1.69132764,42.17098779,277.0
    31070 Castejón,31070,"Navarra, Comunidad Foral de",Navarra,9.142857142857142,2100,2112,94,227,1209,1644,220,0,371,290,549,4283,888,2632,763,2161,462,1367,332,2122,426,1265,431,257,13,31,51,15,81,66,35,40,13,119,50,1806.6945,27944,-1.69132764,42.17098779,277.0
